"","id","name","deadline_time","average_entry_score","finished","data_checked","highest_scoring_entry","deadline_time_epoch","deadline_time_game_offset","highest_score","is_previous","is_current","is_next","chip_name","num_played","most_selected","most_transferred_in","top_element","top_element_info.id","top_element_info.points","transfers_made","most_captained","most_vice_captained"
"140",36,"Gameweek 36","2021-05-14T17:30:00Z",38,TRUE,TRUE,1037120,1621013400,0,118,FALSE,FALSE,FALSE,"freehit",  55992,302,164,287,287, 20, 6641444,254,390
"141",36,"Gameweek 36","2021-05-14T17:30:00Z",38,TRUE,TRUE,1037120,1621013400,0,118,FALSE,FALSE,FALSE,"wildcard",  82229,302,164,287,287, 20, 6641444,254,390
"142",36,"Gameweek 36","2021-05-14T17:30:00Z",38,TRUE,TRUE,1037120,1621013400,0,118,FALSE,FALSE,FALSE,"3xc",  49053,302,164,287,287, 20, 6641444,254,390
"143",37,"Gameweek 37","2021-05-18T15:30:00Z",43,TRUE,TRUE,2564982,1621351800,0,120,TRUE,FALSE,FALSE,"bboost", 203111,302,315,255,255, 15, 4137981,302,388
"144",37,"Gameweek 37","2021-05-18T15:30:00Z",43,TRUE,TRUE,2564982,1621351800,0,120,TRUE,FALSE,FALSE,"freehit",  17248,302,315,255,255, 15, 4137981,302,388
"145",37,"Gameweek 37","2021-05-18T15:30:00Z",43,TRUE,TRUE,2564982,1621351800,0,120,TRUE,FALSE,FALSE,"wildcard",  44766,302,315,255,255, 15, 4137981,302,388
"146",37,"Gameweek 37","2021-05-18T15:30:00Z",43,TRUE,TRUE,2564982,1621351800,0,120,TRUE,FALSE,FALSE,"3xc",  80592,302,315,255,255, 15, 4137981,302,388
"147",38,"Gameweek 38","2021-05-23T13:30:00Z",49,TRUE,TRUE,2111284,1621776600,0,126,FALSE,TRUE,FALSE,"bboost", 367842,302,202,450,450, 19, 6085186,254,388
"148",38,"Gameweek 38","2021-05-23T13:30:00Z",49,TRUE,TRUE,2111284,1621776600,0,126,FALSE,TRUE,FALSE,"freehit",  53762,302,202,450,450, 19, 6085186,254,388
"149",38,"Gameweek 38","2021-05-23T13:30:00Z",49,TRUE,TRUE,2111284,1621776600,0,126,FALSE,TRUE,FALSE,"wildcard",  79495,302,202,450,450, 19, 6085186,254,388
"150",38,"Gameweek 38","2021-05-23T13:30:00Z",49,TRUE,TRUE,2111284,1621776600,0,126,FALSE,TRUE,FALSE,"3xc", 165061,302,202,450,450, 19, 6085186,254,388
