"","chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","playername"
"160",100,100,195471,0,0,-1,1,2,2,"0.5","0.5",0,"Anthony","0.0",572,FALSE,"","2020-01-08T02:00:17.684892Z",39,"195471.jpg","0.0","Driscoll-Glennon","0.1",FALSE,NA,"a",5,90,0,8702,0,4305,0,"0.0","0.0","Driscoll-Glennon",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",514,184,494,184,462,174,516,184,"Anthony Driscoll-Glennon"
"161",0,0,432793,0,0,0,0,0,2,"0.0","0.0",0,"Abd-Al-Ali Morakinyo Olaposi","0.0",596,FALSE,"Contract with club expired on 30/6","2020-06-30T23:30:23.984405Z",40,"432793.jpg","0.0","Koiki","0.0",FALSE,NA,"u",5,90,0,2983,0,2428,0,"0.0","0.0","Koiki",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",544,205,526,206,495,197,546,205,"Abd-Al-Ali Morakinyo Olaposi Koiki"
"162",NA,NA,172782,0,0,-2,2,0,3,"3.0","2.8",1,"Josh","2.3",620,FALSE,"",NA,48,"172782.jpg","2.1","Brownhill","0.0",FALSE,NA,"a",5,90,21,1938,0,810,0,"0.5","4.4","Brownhill",805,0,0,4,10,0,0,0,2,0,0,0,111,"101.2","58.5","49.0","20.8",384,162,330,170,350,169,392,170,"Josh Brownhill"
"163",NA,NA,218023,0,0,0,0,0,2,"0.5","0.5",0,"Jimmy","0.0",638,FALSE,"",NA,40,"218023.jpg","0.0","Dunne","0.0",FALSE,NA,"a",5,90,0,1626,0,619,0,"0.0","0.0","Dunne",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",538,201,520,202,489,193,540,201,"Jimmy Dunne"
"164",NA,NA,461102,0,0,0,0,0,2,"0.5","0.5",0,"Bobby","0.0",639,FALSE,"",NA,40,"461102.jpg","0.0","Thomas","0.0",FALSE,NA,"a",5,90,0,1155,0,490,0,"0.0","0.0","Thomas",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",549,208,531,209,500,200,551,208,"Bobby Thomas"
"165",NA,NA,461450,0,0,0,0,0,4,"0.5","0.5",0,"Max","0.0",640,FALSE,"",NA,45,"461450.jpg","1.0","Thompson","0.0",FALSE,NA,"a",5,90,1,1207,0,693,0,"0.0","0.2","Thompson",2,0,0,0,0,0,0,0,0,0,0,0,3,"0.0","0.0","0.0","0.0",634,87,623,87,612,87,636,87,"Max Thompson"
"166",NA,NA,449974,0,0,0,0,0,1,"0.5","0.5",0,"Lukas","0.0",641,FALSE,"",NA,40,"449974.jpg","0.0","Jensen","0.0",FALSE,NA,"a",5,90,0,1135,0,432,0,"0.0","0.0","Jensen",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",547,51,529,30,498,22,549,51,"Lukas Jensen"
"167",NA,NA,217401,0,0,0,0,0,3,"0.5","0.5",0,"Josh","0.0",653,FALSE,"",NA,45,"217401.jpg","0.0","Benson","0.0",FALSE,NA,"a",5,90,0,116,0,51,0,"0.0","0.0","Benson",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",609,238,600,240,586,234,612,241,"Josh Benson"
"168",NA,NA,430367,0,0,0,0,0,4,"1.7","0.5",0,"Joel","0.0",665,FALSE,"",NA,45,"430367.jpg","0.0","Mumbongo","0.0",FALSE,NA,"a",5,90,0,57,0,9,0,"0.0","0.0","Mumbongo",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",624,84,614,85,601,84,626,84,"Joel Mumbongo"
"169",100,100,82263,0,0,-4,4,4,2,"1.5","2.9",11,"Marcos","2.9",103,FALSE,"","2019-12-28T01:00:24.217758Z",61,"82263.jpg","5.6","Alonso","3.1",FALSE,NA,"a",6,8,100,529044,0,671763,0,"0.5","16.4","Alonso",1429,4,4,7,18,0,0,0,4,0,0,11,395,"411.8","413.4","420.0","124.3",181,65,96,18,92,8,104,20,"Marcos Alonso"
"170",100,100,102380,0,0,-1,1,1,2,"1.7","2.3",6,"Antonio","2.3",104,FALSE,"","2019-09-14T17:00:16.188229Z",59,"102380.jpg","3.1","Rüdiger","0.7",FALSE,NA,"a",6,8,63,77064,0,61790,0,"0.4","10.7","Rüdiger",1710,2,0,5,24,1,0,0,3,0,0,5,351,"389.4","93.3","194.0","67.7",191,70,284,85,201,43,243,74,"Antonio Rüdiger"
"171",100,100,41328,0,0,1,-1,4,2,"4.0","4.1",5,"César","4.1",105,FALSE,"","2019-12-22T19:30:15.441735Z",61,"41328.jpg","3.6","Azpilicueta","8.8",FALSE,NA,"a",6,8,130,764717,0,719587,0,"0.7","21.3","Azpilicueta",3229,2,6,8,53,0,0,0,1,0,0,16,700,"905.2","708.7","438.0","205.4",16,4,25,4,85,6,35,4,"César Azpilicueta"
"172",100,100,109533,0,0,-1,1,0,2,"0.2","0.1",0,"Emerson","0.1",107,FALSE,"","2019-09-08T20:30:10.510601Z",54,"109533.jpg","1.3","Palmieri dos Santos","0.7",FALSE,NA,"a",6,8,19,181772,0,235101,0,"0.0","3.5","Emerson",1022,0,0,1,21,0,0,0,3,0,0,0,181,"207.8","298.7","225.0","73.2",308,119,139,34,178,32,220,62,"Emerson Palmieri dos Santos"
"173",100,100,135363,0,0,-2,2,0,2,"1.3","1.1",0,"Andreas","1.1",108,FALSE,"","2020-06-28T19:30:23.670073Z",48,"135363.jpg","1.6","Christensen","0.7",FALSE,NA,"a",6,8,34,92965,0,122993,0,"0.2","7.1","Christensen",1751,0,0,3,33,0,0,0,5,0,0,0,325,"353.6","70.9","96.0","52.1",208,77,311,100,289,89,295,97,"Andreas Christensen"
"174",0,0,105700,0,0,-3,3,0,2,"0.0","0.0",0,"Davide","0.0",109,FALSE,"Joined Roma on loan until the end of the season on 21/8. - Expected back 01 Aug","2019-08-21T19:30:16.936375Z",42,"105700.jpg","0.0","Zappacosta","0.2",FALSE,NA,"n",6,8,0,3512,0,28261,0,"0.0","0.0","Zappacosta",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",566,212,549,212,523,206,568,212,"Davide Zappacosta"
"175",100,100,44346,0,0,-3,3,0,4,"4.2","4.3",5,"Olivier","4.3",110,FALSE,"","2020-01-26T17:00:13.952099Z",67,"44346.jpg","3.8","Giroud","3.2",FALSE,NA,"a",6,8,68,382265,0,338366,0,"0.6","10.1","Giroud",988,8,1,6,16,0,0,0,1,0,0,5,253,"316.2","144.8","598.0","105.4",231,27,245,36,60,28,139,31,"Olivier Giroud"
"176",NA,NA,109745,0,0,-1,1,0,1,"2.7","2.3",0,"Kepa","2.3",111,FALSE,"",NA,54,"109745.jpg","2.7","Arrizabalaga","4.3",FALSE,NA,"a",6,8,90,393135,0,504287,0,"0.4","16.7","Kepa",2970,0,0,8,47,0,0,0,0,0,55,0,507,"503.6","0.0","0.0","50.2",132,19,659,73,657,71,304,20,"Kepa Arrizabalaga"
"177",NA,NA,20310,0,0,-2,2,0,1,"0.0","0.9",6,"Willy","0.9",112,FALSE,"",NA,48,"20310.jpg","2.6","Caballero","0.2",FALSE,NA,"a",6,8,13,12472,0,19528,0,"0.2","2.7","Caballero",450,0,0,1,7,0,0,0,0,0,10,0,74,"90.2","0.0","0.0","9.0",390,30,634,65,628,62,429,30,"Willy Caballero"
"178",100,100,47431,0,0,3,-3,7,3,"7.2","6.1",0,"Willian","6.1",113,FALSE,"","2020-03-03T22:30:25.783399Z",73,"47431.jpg","4.7","Borges Da Silva","10.7",FALSE,NA,"a",6,8,168,1895856,0,1238111,0,"0.8","23.0","Willian",2595,9,9,10,35,0,0,0,4,0,0,26,698,"834.8","1177.7","930.0","294.6",26,7,7,6,30,14,8,5,"Willian Borges Da Silva"
"179",100,100,49579,0,0,-2,2,1,3,"0.0","0.1",1,"Pedro","0.1",114,FALSE,"","2020-02-22T21:30:18.487158Z",68,"49579.jpg","2.9","Rodríguez Ledesma","1.1",FALSE,NA,"a",6,8,32,141555,0,283380,0,"0.0","4.7","Pedro",659,1,2,2,12,0,0,0,1,0,0,1,127,"161.4","227.1","349.0","73.8",340,143,183,116,111,58,219,109,"Pedro Rodríguez Ledesma"
"180",100,100,126187,0,0,-6,6,0,3,"1.7","1.6",1,"Ruben","1.6",115,FALSE,"","2019-06-25T11:30:07.068350Z",59,"126187.jpg","1.7","Loftus-Cheek","0.1",FALSE,NA,"a",6,8,12,17870,0,19346,0,"0.3","2.0","Loftus-Cheek",203,0,1,1,3,0,0,0,0,0,0,0,37,"30.8","30.2","33.0","9.2",440,182,377,185,369,176,427,183,"Ruben Loftus-Cheek"
"181",100,100,209046,0,0,-9,9,0,3,"1.2","1.1",1,"Callum","1.1",116,FALSE,"","2020-06-24T12:30:16.286062Z",51,"209046.jpg","2.4","Hudson-Odoi","0.4",FALSE,NA,"a",6,8,53,340834,0,334884,0,"0.2","10.4","Hudson-Odoi",849,1,5,2,14,0,0,0,1,0,0,3,197,"235.2","341.4","325.0","89.9",289,120,121,78,124,66,178,91,"Callum Hudson-Odoi"
"182",100,100,88894,0,0,-4,4,2,3,"3.3","3.0",1,"Ross","3.0",117,FALSE,"","2019-10-19T16:00:15.801912Z",56,"88894.jpg","2.9","Barkley","1.6",FALSE,NA,"a",6,8,61,163615,0,522348,0,"0.5","10.9","Barkley",1095,1,5,5,14,0,0,0,0,0,0,5,208,"266.0","344.3","373.0","98.2",267,109,118,76,103,53,158,80,"Ross Barkley"
"183",100,100,85955,0,0,-1,1,1,3,"1.3","1.6",3,"Jorge Luiz","1.6",118,FALSE,"","2020-02-29T17:00:18.261637Z",49,"85955.jpg","3.0","Frello Filho","2.8",FALSE,NA,"a",6,8,92,662203,0,765115,0,"0.3","18.8","Jorginho",2376,4,3,6,40,0,0,0,10,0,0,9,535,"600.0","422.4","158.0","118.4",77,23,92,65,231,121,113,64,"Jorge Luiz Frello Filho"
"184",75,75,116594,0,0,0,0,0,3,"0.6","0.5",0,"N'Golo","0.7",119,FALSE,"Hamstring injury - 75% chance of playing","2020-07-04T21:00:17.142316Z",50,"116594.jpg","2.6","Kanté","3.5",FALSE,NA,"d",6,8,57,440747,0,731236,0,"0.1","11.4","Kanté",1730,3,0,3,25,0,0,0,4,0,0,2,294,"422.8","424.5","214.0","106.3",175,66,89,62,186,100,138,74,"N'Golo Kanté"
"185",0,0,199598,0,0,-2,2,0,3,"0.0","0.0",0,"Ethan","0.0",121,FALSE,"Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Aug","2019-07-22T13:30:07.199042Z",43,"199598.jpg","0.0","Ampadu","0.0",FALSE,NA,"n",6,8,0,1935,0,2843,0,"0.0","0.0","Ampadu",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",580,223,567,224,545,216,582,226,"Ethan Ampadu"
"186",100,100,176413,0,0,-1,1,1,3,"6.7","6.1",3,"Christian","6.1",431,FALSE,"","2020-06-28T19:30:24.496949Z",74,"176413.jpg","5.1","Pulisic","13.0",FALSE,NA,"a",6,8,127,2342711,0,2030262,0,"0.8","17.2","Pulisic",1717,9,8,6,28,0,0,0,0,0,0,8,379,"556.2","426.0","1059.0","204.2",98,32,87,60,25,10,37,19,"Christian Pulisic"
"187",100,100,91651,0,0,-2,2,0,3,"0.8","1.1",3,"Mateo","1.1",432,FALSE,"","2020-07-03T13:00:21.691431Z",53,"91651.jpg","2.2","Kovacic","0.9",FALSE,NA,"a",6,8,68,134641,0,168094,0,"0.2","12.8","Kovacic",2065,1,3,4,37,0,0,0,8,0,0,6,461,"497.0","458.5","186.0","114.0",136,50,68,51,209,113,121,68,"Mateo Kovacic"
"188",100,100,103192,0,0,-3,3,0,2,"2.2","2.9",7,"Kurt","2.9",459,FALSE,"","2019-09-28T16:00:17.677906Z",47,"103192.jpg","2.2","Zouma","1.7",FALSE,NA,"a",6,8,62,190033,0,295535,0,"0.6","13.2","Zouma",2343,0,0,7,37,1,0,0,6,0,0,2,432,"518.0","40.1","162.0","71.7",125,47,359,127,229,56,224,64,"Kurt Zouma"
"189",100,100,173879,0,0,3,-3,4,4,"2.7","2.4",1,"Tammy","2.4",460,FALSE,"","2020-02-28T14:00:22.022949Z",73,"173879.jpg","4.5","Abraham","14.0",FALSE,NA,"a",6,8,153,5791038,0,5254123,0,"0.3","21.0","Abraham",2206,15,6,7,34,1,0,0,2,0,0,20,461,"659.6","283.2","1301.0","223.3",58,9,150,21,10,8,28,10,"Tammy Abraham"
"190",NA,NA,94245,0,0,-4,4,0,4,"0.0","0.0",0,"Michy","0.0",461,FALSE,"",NA,66,"94245.jpg","1.8","Batshuayi","0.5",FALSE,NA,"a",6,8,28,98087,0,136050,0,"0.0","4.2","Batshuayi",224,1,2,0,8,0,0,0,0,0,0,1,59,"61.8","42.9","185.0","28.3",412,54,355,53,211,53,363,53,"Michy Batshuayi"
"191",0,0,167767,0,0,-3,3,0,3,"0.0","0.0",0,"Robert Kenedy","0.0",462,FALSE,"Joined Getafe on loan until the end of the season on 2/9. - Expected back 01 Aug","2019-09-02T23:30:15.527764Z",52,"167767.jpg","0.0","Nunes do Nascimento","0.0",FALSE,NA,"n",6,8,0,989,0,4695,0,"0.0","0.0","Kenedy",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",657,272,654,273,652,273,658,273,"Robert Kenedy Nunes do Nascimento"
"192",100,100,184341,0,0,0,0,2,3,"1.3","3.1",14,"Mason","3.1",463,FALSE,"","2020-03-08T17:30:18.062200Z",60,"184341.jpg","3.7","Mount","12.7",FALSE,NA,"a",6,8,137,4341891,0,3712179,0,"0.5","22.8","Mount",2865,7,6,9,44,0,0,0,3,0,0,11,510,"641.2","814.0","974.0","242.8",65,18,17,14,28,12,20,12,"Mason Mount"
"193",100,100,225796,0,0,-1,1,1,2,"1.5","2.1",6,"Reece","2.1",506,FALSE,"","2020-01-18T19:30:18.538805Z",49,"225796.jpg","2.5","James","0.9",FALSE,NA,"a",6,8,61,179840,0,131953,0,"0.4","12.4","James",1510,0,2,5,23,0,0,0,1,0,0,5,373,"343.6","428.8","143.0","91.8",219,84,85,17,241,61,171,45,"Reece James"
"194",100,100,194794,0,0,-3,3,2,2,"0.0","0.0",0,"Fikayo","0.0",529,FALSE,"","2020-06-19T16:00:13.947915Z",42,"194794.jpg","3.2","Tomori","1.4",FALSE,NA,"a",6,8,48,847045,0,790697,0,"0.0","11.4","Tomori",1291,1,0,4,18,0,0,0,3,0,0,7,271,"335.4","68.6","79.0","48.5",221,86,316,102,307,99,310,105,"Fikayo Tomori"
"195",0,0,243568,0,0,-4,4,0,3,"0.0","0.0",0,"Billy","0.4",533,FALSE,"Knee injury - Expected back 07 Nov","2020-07-10T01:00:24.249377Z",41,"243568.jpg","1.5","Gilmour","0.3",FALSE,NA,"i",6,8,9,54932,0,37246,0,"0.1","2.2","Gilmour",191,0,0,1,3,0,0,0,0,0,0,0,41,"31.4","55.3","5.0","9.1",439,181,338,173,436,201,428,184,"Billy Gilmour"
"196",0,0,209036,0,0,-1,1,0,2,"0.0","0.0",0,"Addji Keaninkin Marc-Israel","0.0",545,FALSE,"Joined Swansea City on loan until the end of the season on 10/1. - Expected back 01 Aug","2020-01-10T11:00:15.069169Z",39,"209036.jpg","0.0","Guehi","0.1",FALSE,NA,"n",6,8,0,8862,0,8383,0,"0.0","0.0","Guehi",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",516,186,496,186,464,176,518,186,"Addji Keaninkin Marc-Israel Guehi"
"197",NA,NA,223332,0,0,0,0,0,3,"0.0","0.0",0,"Faustino","0.0",630,FALSE,"",NA,45,"223332.jpg","1.0","Anjorin","0.0",FALSE,NA,"a",6,8,1,542,0,372,0,"0.0","0.2","Anjorin",19,0,0,0,0,0,0,0,0,0,0,0,1,"0.0","1.2","9.0","1.0",614,241,466,208,420,194,493,209,"Faustino Anjorin"
"198",NA,NA,440323,0,0,0,0,0,4,"0.0","0.0",0,"Armando","0.0",631,FALSE,"",NA,45,"440323.jpg","1.0","Broja","0.0",FALSE,NA,"a",6,8,1,1710,0,1239,0,"0.0","0.2","Broja",4,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","0.3","0.0","0.0",627,86,479,74,604,86,629,86,"Armando Broja"
"199",NA,NA,450529,0,0,0,0,0,3,"0.0","0.0",0,"Lewis","0.0",657,FALSE,"",NA,45,"450529.jpg","0.0","Bate","0.0",FALSE,NA,"a",6,8,0,64,0,23,0,"0.0","0.0","Bate",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",631,255,620,256,609,252,633,257,"Lewis Bate"
"200",0,0,74230,0,0,1,-1,3,2,"0.0","0.0",0,"Patrick","1.4",123,FALSE,"Shoulder Dislocation - Unknown return date","2020-07-16T22:00:23.507282Z",56,"74230.jpg","3.8","van Aanholt","4.7",FALSE,NA,"i",7,31,109,994637,0,1176174,0,"0.3","19.5","van Aanholt",2507,3,2,8,38,1,0,0,0,0,0,12,523,"531.2","516.0","285.0","133.4",117,46,52,9,140,23,89,14,"Patrick van Aanholt"
"201",0,0,49413,0,0,-1,1,1,2,"0.0","0.0",0,"James","0.0",124,FALSE,"Thigh injury - Unknown return date","2020-06-19T16:00:13.239396Z",49,"49413.jpg","2.7","Tomkins","0.2",FALSE,NA,"i",7,31,48,88428,0,81565,0,"0.0","9.8","Tomkins",1582,1,1,3,23,0,0,0,5,0,0,4,260,"384.0","27.7","121.0","53.3",194,71,389,144,260,70,290,95,"James Tomkins"
"202",0,0,40784,0,0,0,0,0,2,"0.0","0.0",0,"Mamadou","0.6",125,FALSE,"Muscle injury - Unknown return date","2020-07-20T23:30:24.456832Z",50,"40784.jpg","0.8","Sakho","0.1",FALSE,NA,"i",7,31,11,7751,0,10883,0,"0.1","2.2","Sakho",929,0,0,0,21,0,0,0,1,1,0,0,148,"179.2","15.9","6.0","20.2",325,127,411,154,435,162,395,144,"Mamadou Sakho"
"203",100,100,55494,0,0,-2,2,0,2,"0.7","0.8",2,"Joel","1.3",126,FALSE,"","2019-11-23T18:00:20.336284Z",43,"55494.jpg","2.7","Ward","1.5",FALSE,NA,"a",7,31,77,368837,0,327428,0,"0.3","17.9","Ward",2380,0,1,7,36,0,0,0,4,0,0,8,392,"427.0","117.0","49.0","59.5",173,64,260,73,348,125,271,85,"Joel Ward"
"204",100,100,19188,0,0,-2,2,1,2,"0.5","0.6",2,"Scott","1.1",127,FALSE,"","2019-12-20T13:30:13.414607Z",43,"19188.jpg","3.2","Dann","0.2",FALSE,NA,"a",7,31,51,24314,0,29185,0,"0.3","11.9","Dann",1264,0,1,5,14,0,0,0,0,0,0,3,253,"250.2","58.3","177.0","48.6",275,110,331,111,216,49,309,104,"Scott Dann"
"205",100,100,58786,0,0,1,-1,0,2,"-0.5","-0.5",0,"Martin","0.0",128,FALSE,"","2020-06-19T16:00:13.256108Z",41,"58786.jpg","3.4","Kelly","14.7",FALSE,NA,"a",7,31,64,2017451,0,2551730,0,"0.0","15.6","Kelly",1547,0,1,6,16,0,0,0,0,0,0,4,288,"305.4","96.5","15.0","41.7",237,93,282,83,406,149,330,115,"Martin Kelly"
"206",100,0,54861,0,0,-3,3,0,4,"0.0","0.0",0,"Christian","1.0",129,FALSE,"","2020-07-12T16:00:17.319637Z",57,"54861.jpg","1.8","Benteke","0.5",FALSE,NA,"a",7,31,42,45012,0,89535,0,"0.2","7.4","Benteke",1252,2,1,5,18,0,0,0,4,1,0,1,133,"231.8","248.3","632.0","110.9",292,32,166,25,55,26,126,28,"Christian Benteke"
"207",0,0,59125,0,0,-2,2,0,4,"0.0","0.0",0,"Connor","0.0",130,FALSE,"Joined Sheffield Wednesday on loan until the end of the season on 31/1. - Expected back 01 Aug","2020-01-31T23:00:19.843392Z",43,"59125.jpg","2.5","Wickham","1.8",FALSE,NA,"n",7,31,15,273122,0,496857,0,"0.0","3.5","Wickham",90,1,1,0,2,0,0,0,0,0,0,2,48,"59.8","34.5","64.0","15.8",414,55,369,56,330,56,406,57,"Connor Wickham"
"208",100,100,40836,0,0,-1,1,3,1,"1.7","1.6",2,"Vicente","2.1",131,FALSE,"","2020-06-25T10:00:21.543320Z",49,"40836.jpg","3.9","Guaita","1.6",FALSE,NA,"a",7,31,137,385764,0,334103,0,"0.4","28.0","Guaita",3150,0,0,10,42,1,0,0,1,0,111,16,643,"827.2","0.0","0.0","82.6",27,9,641,68,637,65,197,9,"Vicente Guaita"
"209",NA,NA,20066,0,0,-3,3,0,1,"-0.5","-0.5",0,"Wayne","0.0",132,FALSE,"",NA,42,"20066.jpg","2.3","Hennessey","0.6",FALSE,NA,"a",7,31,7,27189,0,61030,0,"0.0","1.7","Hennessey",270,0,0,0,8,0,0,0,0,0,16,0,58,"110.4","0.0","0.0","11.0",372,28,540,37,512,31,421,28,"Wayne Hennessey"
"210",100,100,82403,0,0,-4,4,1,3,"2.2","2.1",2,"Wilfried","2.6",133,FALSE,"","2020-06-24T21:30:18.591220Z",66,"82403.jpg","3.2","Zaha","8.4",FALSE,NA,"a",7,31,120,1235227,0,1910673,0,"0.4","18.2","Zaha",3279,4,6,9,46,0,0,0,5,0,0,4,337,"572.0","588.0","1103.0","226.4",87,28,37,30,20,7,27,17,"Wilfried Zaha"
"211",100,75,66975,0,0,-3,3,1,3,"0.5","0.5",1,"Luka","1.1",134,FALSE,"","2020-07-20T19:30:22.825944Z",67,"66975.jpg","2.6","Milivojevic","1.9",FALSE,NA,"a",7,31,81,75590,0,462256,0,"0.2","12.1","Milivojevic",2510,3,1,7,38,0,0,0,12,0,0,9,382,"460.0","499.1","190.0","114.9",147,56,55,41,204,109,119,66,"Luka Milivojevic"
"212",100,100,60252,0,0,-4,4,0,3,"1.0","1.1",2,"Andros","1.6",135,FALSE,"","2019-12-16T20:00:21.552659Z",56,"60252.jpg","2.0","Townsend","0.9",FALSE,NA,"a",7,31,48,53131,0,225257,0,"0.3","8.6","Townsend",1284,1,1,3,23,0,0,0,0,0,0,0,221,"246.4","247.1","122.0","61.6",277,112,167,104,258,134,266,128,"Andros Townsend"
"213",100,100,141020,0,0,-3,3,0,3,"0.0","-0.1",0,"Max","0.4",136,FALSE,"","2020-01-11T20:30:19.086626Z",52,"141020.jpg","1.4","Meyer","0.1",FALSE,NA,"a",7,31,23,4721,0,11708,0,"0.1","4.4","Meyer",645,0,0,1,11,0,0,0,1,0,0,0,67,"68.0","68.9","103.0","23.8",407,170,313,166,276,140,380,166,"Max Meyer"
"214",100,100,86417,0,0,-1,1,1,3,"0.0","1.1",8,"Jeffrey","1.6",137,FALSE,"","2020-06-19T16:00:13.289702Z",54,"86417.jpg","3.0","Schlupp","0.1",FALSE,NA,"a",7,31,51,20717,0,27015,0,"0.3","9.4","Schlupp",1030,3,1,4,16,0,0,0,2,0,0,4,148,"240.0","101.9","266.0","60.8",283,115,275,152,153,87,268,130,"Jeffrey Schlupp"
"215",100,100,50471,0,0,-3,3,0,3,"1.2","1.2",2,"James","1.7",138,FALSE,"","2019-11-03T16:30:17.881657Z",52,"50471.jpg","2.5","McArthur","0.6",FALSE,NA,"a",7,31,92,49799,0,128082,0,"0.3","17.7","McArthur",3091,0,4,11,38,0,0,0,6,0,0,2,420,"586.6","486.6","421.0","149.6",82,26,57,43,91,46,69,40,"James McArthur"
"216",100,100,55037,0,0,-2,2,0,3,"0.7","0.6",1,"Cheikhou","1.1",139,FALSE,"","2020-02-22T21:30:18.688171Z",48,"55037.jpg","2.4","Kouyaté","0.2",FALSE,NA,"a",7,31,85,35726,0,36164,0,"0.2","17.7","Kouyaté",2524,1,2,10,36,0,0,0,4,0,0,4,288,"394.6","162.3","279.0","83.5",188,74,229,136,144,79,192,99,"Cheikhou Kouyaté"
"217",NA,NA,221275,0,0,-2,2,0,3,"-0.5","-0.5",0,"Luke","0.0",140,FALSE,"",NA,43,"221275.jpg","0.0","Dreher","0.1",FALSE,NA,"a",7,31,0,13224,0,13070,0,"0.0","0.0","Dreher",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",584,224,571,225,550,218,586,227,"Luke Dreher"
"218",100,100,50472,0,0,-3,3,2,3,"0.5","0.5",1,"James","1.0",157,FALSE,"","2020-03-01T19:30:23.056417Z",42,"50472.jpg","1.2","McCarthy","0.9",FALSE,NA,"a",7,31,41,118150,0,106549,0,"0.2","9.8","McCarthy",1668,0,0,2,29,0,0,0,9,0,0,0,205,"268.8","268.3","80.0","61.8",265,108,157,99,306,153,264,126,"James McCarthy"
"219",NA,NA,80146,0,0,1,-1,1,4,"1.5","1.9",5,"Jordan","2.4",468,FALSE,"",NA,51,"80146.jpg","3.6","Ayew","7.3",FALSE,NA,"a",7,31,132,1864841,0,1618161,0,"0.5","25.9","Ayew",3148,9,3,12,45,0,0,0,6,0,0,19,443,"597.4","445.6","885.0","192.4",79,11,74,9,34,18,43,16,"Jordan Ayew"
"220",0,0,19419,0,0,-2,2,0,2,"0.0","0.0",0,"Gary","0.6",503,FALSE,"Hamstring injury - Unknown return date","2020-07-07T19:00:22.294221Z",43,"19419.jpg","2.8","Cahill","1.2",FALSE,NA,"i",7,31,70,180390,0,246334,0,"0.1","16.3","Cahill",2167,0,1,7,35,0,0,0,1,0,0,4,395,"448.4","40.0","342.0","83.4",158,57,360,128,116,15,193,51,"Gary Cahill"
"221",0,0,175946,0,0,-5,5,0,3,"0.0","0.0",0,"Víctor","0.0",510,FALSE,"Loan deal ended on 13/1","2020-01-06T01:00:18.633384Z",45,"175946.jpg","1.0","Camarasa","0.1",FALSE,NA,"u",7,31,1,4930,0,50112,0,"0.0","0.2","Camarasa",5,0,0,0,0,0,0,0,0,0,0,0,3,"0.2","0.1","0.0","0.0",504,216,483,217,580,230,606,237,"Víctor Camarasa"
"222",100,100,173954,0,0,0,0,0,3,"0.2","0.2",1,"Jairo","0.7",539,FALSE,"","2020-01-05T22:00:20.857953Z",45,"173954.jpg","1.3","Riedewald","0.0",FALSE,NA,"a",7,31,22,3194,0,2401,0,"0.2","4.9","Riedewald",761,0,0,0,9,0,0,0,0,0,0,0,116,"117.0","47.1","27.0","19.1",366,153,350,178,377,180,397,172,"Jairo Riedewald"
"223",NA,NA,42525,0,0,0,0,0,1,"-0.5","-0.5",0,"Stephen","0.0",556,FALSE,"",NA,40,"42525.jpg","0.0","Henderson","0.4",FALSE,NA,"a",7,31,0,50365,0,28886,0,"0.0","0.0","Henderson",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",526,43,507,21,476,13,528,43,"Stephen Henderson"
"224",100,100,221272,0,0,-1,1,0,2,"-0.5","-0.5",0,"Sam","0.0",578,FALSE,"","2020-01-24T15:00:18.535146Z",39,"221272.jpg","0.0","Woods","0.3",FALSE,NA,"a",7,31,0,35233,0,14548,0,"0.0","0.0","Woods",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",519,189,499,189,468,180,521,189,"Sam Woods"
